Temperature,Humidity,Rainfall,pH,N,P,K,Soil,Crop,Fertilizer
20.36,80.18,269.75,6.55,76.1,35.6,43.4,silty clay,rice,Urea and DAP
31.71,94.79,113.2,6.98,15.7,15.4,9.7,clay loam,orange,MOP
25.25,70.05,47.03,7.36,16.7,68.5,16.7,clay loam,lentil,DAP and MOP
32.27,54.43,105.58,7.16,23.2,21.8,32.0,alluvial,mango,Urea and DAP
29.02,86.75,101.9,6.94,94.5,69.2,48.8,Clayey,banana,Good NPK
32.61,75.24,105.69,6.34,97.6,58.2,46.7,clay loam,banana,Good NPK
24.46,84.16,191.64,6.91,79.7,51.3,44.7,alluvial,jute,Urea and DAP
8.18,85.22,67.34,6.46,24.1,127.6,203.1,alluvial,grapes,DAP and MOP
37.44,91.63,147.34,6.13,47.3,43.5,50.6,alluvial,papaya,Urea and DAP
21.62,93.12,122.67,6.04,17.4,141.3,203.4,laterite,apple,DAP and MOP
8.5,85.74,69.81,6.79,20.0,136.1,209.6,alluvial,grapes,DAP and MOP
24.57,81.72,54.19,6.1,95.7,13.6,49.9,sandy,watermelon,Urea and MOP
28.89,76.7,93.33,6.63,125.7,50.2,20.5,alluvial,cotton,Urea and MOP
15.03,24.4,107.21,5.95,19.8,74.9,15.6,sandy,kidneybeans,DAP and MOP
25.72,85.01,50.17,6.46,104.4,15.3,48.6,alluvial,watermelon,Urea and MOP
31.3,57.87,146.43,6.57,19.2,72.8,23.2,laterite,pigeonpeas,Good NPK
21.3,69.41,51.84,7.71,24.9,60.6,20.0,sandy,lentil,DAP and MOP
31.08,93.84,23.41,6.68,103.0,10.2,55.0,alluvial,muskmelon,Good NPK
33.84,87.94,108.79,6.16,113.8,69.6,45.5,clay loam,banana,Good NPK
18.28,67.47,51.29,6.92,23.9,67.0,20.3,sandy,lentil,DAP and MOP
23.91,92.76,124.77,6.2,16.7,122.9,197.7,alluvial,apple,DAP and MOP
17.95,19.37,122.16,6.48,17.2,68.6,21.1,clay loam,kidneybeans,DAP and MOP
33.48,45.2,96.93,6.71,25.0,16.8,30.0,laterite,mango,Urea and DAP
26.93,59.26,91.52,6.22,82.0,52.9,46.6,alluvial,maize,Good NPK
24.65,90.71,108.35,6.66,22.0,24.4,13.3,coastal,orange,Good NPK
34.27,50.89,106.28,6.32,20.5,20.0,28.1,sandy,mango,Urea and DAP
25.64,95.03,167.58,7.94,5.3,5.7,5.1,sandy,coconut,MOP
21.07,82.46,196.79,5.74,72.1,37.4,36.0,silty clay,rice,Urea and DAP
31.99,88.18,111.9,6.22,17.1,17.9,14.8,coastal,orange,Good NPK
24.89,63.16,146.64,6.09,101.8,30.7,27.8,alluvial,coffee,Good NPK
25.75,76.32,90.39,7.02,115.0,46.2,17.8,alluvial,cotton,Urea and MOP
34.97,45.45,149.34,6.79,22.4,60.7,23.0,clay loam,pigeonpeas,Good NPK
29.0,69.47,72.72,6.11,18.7,70.4,23.1,alluvial,blackgram,Good NPK
29.01,89.24,29.05,6.31,95.5,11.2,54.9,coastal,muskmelon,Good NPK
30.02,85.83,46.09,6.87,23.9,57.3,15.0,alluvial,mungbean,Urea and DAP
23.06,56.33,164.56,6.42,103.2,28.5,29.4,laterite,coffee,Good NPK
21.49,89.46,190.21,6.67,61.8,41.0,40.5,Clayey,rice,Urea and DAP
29.93,93.92,28.95,6.03,104.3,14.9,50.2,coastal,muskmelon,Good NPK
36.62,91.91,152.79,6.32,50.9,45.9,50.6,sandy,papaya,Urea and DAP
36.6,90.11,151.21,6.56,49.5,50.8,53.0,Clayey,papaya,Urea and DAP
32.44,89.19,51.84,6.64,17.6,64.3,17.3,alluvial,mungbean,Urea and DAP
14.11,81.98,72.92,6.24,18.5,135.9,206.3,alluvial,grapes,DAP and MOP
33.32,49.7,111.08,6.61,17.3,18.1,34.8,alluvial,mango,Urea and DAP
32.01,87.65,49.1,7.39,24.4,60.5,18.3,alluvial,mungbean,Urea and DAP
20.06,17.72,96.07,6.16,43.3,57.4,72.2,sandy,chickpea,DAP and MOP
26.08,62.9,109.37,7.1,71.5,52.5,42.7,alluvial,maize,Good NPK
25.41,48.79,92.55,5.57,21.3,23.5,33.0,laterite,mango,Urea and DAP
22.24,91.49,103.36,6.12,15.9,74.0,41.2,laterite,pomegranate,Urea and MOP
24.92,92.37,162.32,5.51,5.9,5.5,4.2,sandy,coconut,MOP
31.01,50.46,113.37,6.68,15.3,22.7,31.2,alluvial,mango,Urea and DAP
22.44,56.22,86.62,6.31,83.1,48.3,45.4,alluvial,maize,Good NPK
24.32,90.89,166.99,5.07,4.3,4.1,5.8,sandy,coconut,DAP
30.51,51.11,57.93,5.06,19.7,41.8,21.3,sandy,mothbeans,DAP and MOP
27.57,75.31,100.85,5.83,92.7,69.4,53.5,clay loam,banana,Good NPK
27.51,91.92,147.71,6.76,5.3,5.6,5.9,laterite,coconut,Urea
21.73,86.96,193.33,6.57,68.1,35.6,37.5,Clayey,rice,Urea and DAP
30.41,55.45,142.58,6.4,20.6,63.3,19.3,laterite,pigeonpeas,Good NPK
25.23,56.23,151.41,6.02,100.2,30.8,27.4,clay loam,coffee,Good NPK
15.59,28.38,99.97,7.3,48.1,59.7,77.1,clay loam,chickpea,DAP and MOP
27.08,95.77,175.62,7.34,4.2,4.9,6.0,sandy,coconut,Urea
29.51,47.75,153.24,6.71,19.9,61.7,22.9,clay loam,pigeonpeas,Good NPK
37.74,94.77,152.11,6.99,52.5,39.4,47.2,Clayey,papaya,Urea and DAP
35.18,93.97,23.29,6.9,102.2,14.8,50.5,alluvial,muskmelon,Good NPK
27.2,85.15,60.04,6.15,16.6,56.3,18.2,clay loam,mungbean,Urea and DAP
21.96,88.83,265.78,6.62,60.9,44.9,39.7,Clayey,rice,Urea and DAP
25.96,57.94,152.37,6.07,102.7,28.4,31.3,laterite,coffee,Good NPK
29.89,65.24,67.67,6.5,17.2,57.1,20.9,alluvial,blackgram,Good NPK
23.87,90.79,105.46,6.23,16.1,64.9,36.6,alluvial,pomegranate,Urea and MOP
22.31,94.84,121.6,6.93,21.9,127.2,207.7,laterite,apple,DAP and MOP
24.28,80.04,51.26,6.65,96.6,13.7,45.0,alluvial,watermelon,Urea and MOP
15.89,26.08,98.04,6.26,46.8,65.4,74.4,alluvial,chickpea,DAP and MOP
25.07,81.03,51.54,6.05,105.4,13.6,54.4,alluvial,watermelon,Urea and MOP
25.4,78.02,105.07,5.77,96.5,69.2,47.1,Clayey,banana,Good NPK
25.62,56.14,158.88,6.07,112.0,30.3,28.2,clay loam,coffee,Good NPK
27.28,63.95,159.51,6.32,99.8,32.6,30.6,alluvial,coffee,Good NPK
19.08,26.28,117.21,6.65,20.8,72.3,24.8,alluvial,kidneybeans,DAP and MOP
26.48,47.58,51.17,6.14,20.3,53.6,20.9,laterite,mothbeans,DAP and MOP
25.22,84.42,59.68,6.06,101.1,15.9,47.7,alluvial,watermelon,Urea and MOP
33.17,60.14,65.29,6.84,21.7,57.7,23.5,alluvial,blackgram,Good NPK
25.95,85.92,114.66,5.99,92.6,67.6,46.0,Clayey,banana,Good NPK
25.33,77.77,81.8,7.31,132.8,49.3,20.2,Clayey,cotton,Urea and MOP
18.4,27.4,127.93,5.62,24.0,66.7,19.7,alluvial,kidneybeans,DAP and MOP
22.79,69.43,106.83,5.72,70.1,52.0,40.5,sandy,maize,Good NPK
35.07,91.72,26.71,6.2,105.2,11.5,48.8,alluvial,muskmelon,Good NPK
30.5,93.45,107.58,7.39,15.5,15.6,15.5,coastal,orange,Good NPK
20.13,92.58,110.32,5.96,15.7,56.8,39.3,clay loam,pomegranate,Urea and MOP
22.26,55.87,105.57,5.65,73.3,52.7,47.1,alluvial,maize,Good NPK
32.49,87.87,27.64,6.1,104.9,14.9,46.0,coastal,muskmelon,Good NPK
15.89,82.98,68.01,5.52,17.5,137.4,201.1,clay loam,grapes,DAP and MOP
33.0,92.33,152.95,6.49,48.0,40.7,48.9,alluvial,papaya,Urea and DAP
29.29,91.97,20.26,6.51,104.9,8.4,54.5,coastal,muskmelon,DAP
28.28,86.73,107.02,6.39,18.1,17.2,10.6,clay loam,orange,Good NPK
33.87,93.89,20.54,6.94,100.8,9.0,53.6,alluvial,muskmelon,DAP
23.65,87.45,176.76,6.32,82.7,53.1,39.6,Clayey,jute,Urea and DAP
11.61,82.07,70.06,5.8,24.0,133.1,196.7,clay loam,grapes,DAP and MOP
23.77,76.03,191.7,6.87,77.8,54.0,35.6,Clayey,jute,Urea and DAP
24.55,75.52,196.78,6.4,75.0,43.6,40.8,Clayey,jute,Urea and DAP
26.32,61.74,159.03,6.16,113.1,26.0,27.5,laterite,coffee,Good NPK
26.82,77.18,85.57,7.08,132.6,52.3,23.2,clay loam,cotton,Urea and MOP
18.79,93.83,114.21,6.9,16.8,71.3,40.4,clay loam,pomegranate,Urea and MOP
29.11,80.25,90.75,6.04,118.7,55.3,19.1,Clayey,cotton,Urea and MOP
19.58,20.09,111.09,6.05,24.6,65.0,19.3,sandy,kidneybeans,DAP and MOP
24.77,89.76,105.83,6.71,19.4,20.5,12.5,clay loam,orange,Good NPK
23.28,56.49,159.79,6.29,108.3,25.8,33.5,laterite,coffee,Good NPK
23.28,24.97,113.85,6.57,20.1,62.4,24.3,alluvial,kidneybeans,DAP and MOP
8.17,81.01,71.9,6.24,19.5,138.4,200.5,alluvial,grapes,DAP and MOP
16.4,83.63,69.18,6.77,24.9,143.7,196.2,clay loam,grapes,DAP and MOP
20.4,25.65,92.41,6.22,36.4,70.1,69.0,clay loam,chickpea,DAP and MOP
33.45,50.25,112.08,6.88,21.6,19.3,33.9,alluvial,mango,Urea and DAP
20.46,93.9,103.42,6.66,17.1,65.0,37.3,clay loam,pomegranate,Urea and MOP
37.59,92.3,154.4,6.08,47.1,35.7,46.4,Clayey,papaya,Urea and DAP
15.45,25.62,110.19,6.92,20.1,58.3,21.5,clay loam,kidneybeans,DAP and MOP
27.37,60.81,161.33,6.26,102.6,28.3,33.6,alluvial,coffee,Good NPK
22.41,90.28,110.54,6.83,16.5,66.1,40.3,laterite,pomegranate,Urea and MOP
34.33,89.23,51.56,6.75,17.8,66.2,18.5,clay loam,mungbean,Urea and DAP
34.26,91.87,152.51,6.8,48.9,41.1,49.6,Clayey,papaya,Urea and DAP
24.9,27.55,115.38,6.24,15.0,73.0,16.5,sandy,kidneybeans,DAP and MOP
32.52,58.58,43.94,6.01,16.3,43.8,19.6,laterite,mothbeans,DAP and MOP
25.65,90.44,146.4,6.22,4.2,5.1,4.0,laterite,coconut,MOP
25.08,68.6,49.26,6.15,18.1,56.7,21.9,clay loam,lentil,DAP and MOP
18.89,92.28,100.55,6.24,17.7,62.7,43.4,alluvial,pomegranate,Urea and MOP
26.38,52.76,103.45,7.1,16.1,15.2,33.0,sandy,mango,Urea and DAP
24.51,73.67,54.2,7.79,18.8,71.9,21.4,clay loam,lentil,DAP and MOP
27.16,68.14,70.42,5.83,21.7,68.8,18.4,clay loam,blackgram,Good NPK
29.81,80.0,108.56,6.17,94.2,74.3,45.1,clay loam,banana,Good NPK
27.33,87.42,50.52,6.22,105.5,9.7,50.2,sandy,watermelon,DAP
30.04,85.63,104.87,5.87,99.5,57.1,52.2,clay loam,banana,Good NPK
27.35,83.25,45.5,6.29,101.2,15.3,53.7,alluvial,watermelon,Urea and MOP
23.12,90.73,105.5,7.17,24.7,16.4,8.8,alluvial,orange,MOP
23.97,69.05,86.45,6.97,75.9,50.7,44.8,clay loam,maize,Good NPK
22.33,73.0,49.26,7.48,16.1,59.4,19.6,alluvial,lentil,DAP and MOP
34.28,75.82,110.61,6.13,94.4,57.2,50.7,Clayey,banana,Good NPK
23.99,25.83,113.74,6.67,24.7,71.9,15.2,clay loam,kidneybeans,DAP and MOP
36.31,94.24,146.75,6.75,46.2,37.9,51.6,Clayey,papaya,Urea and DAP
29.19,87.01,55.09,6.62,16.5,67.0,21.6,clay loam,mungbean,Urea and DAP
24.95,95.51,159.96,5.23,4.6,4.2,4.4,sandy,coconut,DAP
29.23,79.37,94.2,6.15,126.6,49.3,19.2,clay loam,cotton,Urea and MOP
22.22,94.73,109.93,6.11,22.8,60.1,43.3,laterite,pomegranate,Urea and MOP
35.71,94.79,149.82,6.21,50.8,45.4,48.3,Clayey,papaya,Urea and DAP
21.52,56.87,103.94,7.41,88.2,45.5,41.1,sandy,maize,Good NPK
29.08,79.72,92.54,7.03,119.0,41.3,23.6,Clayey,cotton,Urea and MOP
21.82,91.37,111.71,5.67,21.7,131.6,204.2,laterite,apple,DAP and MOP
11.48,85.63,69.27,6.7,17.8,131.8,208.8,laterite,grapes,DAP and MOP
23.54,64.32,159.69,6.23,100.6,32.1,30.6,alluvial,coffee,Good NPK
27.16,59.21,147.36,6.45,100.8,29.5,31.9,laterite,coffee,Good NPK
29.29,84.44,47.09,6.59,106.3,11.8,45.5,alluvial,watermelon,Urea and MOP
26.44,78.8,166.62,6.63,62.8,47.3,36.9,alluvial,jute,Urea and DAP
27.14,64.11,67.17,6.56,16.3,60.8,17.4,clay loam,blackgram,Good NPK
26.44,54.75,108.37,6.71,23.1,15.2,33.3,alluvial,mango,Urea and DAP
27.58,83.38,84.76,7.87,126.3,42.6,20.0,alluvial,cotton,Urea and MOP
26.04,86.23,185.72,6.0,61.5,38.6,36.2,laterite,rice,Urea and DAP
29.52,85.46,111.88,6.3,17.8,22.3,8.9,coastal,orange,MOP
14.45,80.84,72.19,6.72,23.0,124.6,199.4,laterite,grapes,DAP and MOP
27.7,68.2,67.11,7.0,16.1,55.3,24.1,clay loam,blackgram,Good NPK
32.18,82.84,45.42,6.49,21.7,71.9,24.2,clay loam,mungbean,Urea and DAP
26.09,84.87,59.48,6.98,97.2,13.2,48.1,clay loam,watermelon,Urea and MOP
23.31,60.41,107.52,5.68,86.0,51.9,42.7,sandy,maize,Good NPK
23.38,65.71,52.66,7.87,17.7,71.2,15.6,sandy,lentil,DAP and MOP
22.46,23.49,120.42,5.59,18.5,64.2,15.4,alluvial,kidneybeans,DAP and MOP
10.35,84.96,72.79,6.13,22.1,134.5,197.6,alluvial,grapes,DAP and MOP
22.03,81.61,252.73,6.89,75.1,37.3,35.8,Clayey,rice,Urea and DAP
22.06,85.3,111.44,6.85,22.3,24.5,8.7,alluvial,orange,MOP
17.27,19.47,78.85,6.76,33.2,56.3,66.8,sandy,chickpea,DAP and MOP
12.02,84.58,72.16,5.89,15.8,136.5,201.7,laterite,grapes,DAP and MOP
30.97,92.91,28.23,6.1,104.8,15.1,53.5,sandy,muskmelon,Good NPK
22.5,91.68,111.01,5.94,21.7,121.4,196.9,laterite,apple,DAP and MOP
23.56,72.0,46.38,6.82,16.7,71.2,21.9,alluvial,lentil,DAP and MOP
34.26,51.29,40.79,3.65,16.4,44.6,23.7,sandy,mothbeans,DAP and MOP
28.13,51.16,59.53,4.13,17.4,55.2,22.6,laterite,mothbeans,DAP and MOP
23.58,61.95,105.9,6.26,71.5,51.0,46.7,alluvial,maize,Good NPK
23.05,14.29,94.07,7.93,35.8,73.2,76.3,clay loam,chickpea,DAP and MOP
23.57,94.75,105.12,6.33,20.3,71.5,43.6,alluvial,pomegranate,Urea and MOP
26.66,81.66,46.44,6.98,109.5,11.0,46.8,sandy,watermelon,Urea and MOP
30.07,85.17,109.82,6.28,20.4,22.7,14.7,clay loam,orange,Good NPK
25.86,45.86,51.71,3.82,19.8,51.7,20.4,laterite,mothbeans,DAP and MOP
19.17,66.37,80.66,5.55,89.5,54.7,47.5,alluvial,maize,Good NPK
29.59,51.17,145.77,6.44,19.1,55.3,18.0,clay loam,pigeonpeas,Good NPK
18.12,94.86,112.08,5.83,24.2,65.4,35.1,clay loam,pomegranate,Urea and MOP
31.47,48.4,147.02,6.34,21.7,70.3,15.5,clay loam,pigeonpeas,Good NPK
12.68,87.88,69.9,5.84,15.6,124.7,208.6,laterite,grapes,DAP and MOP
34.67,54.42,53.52,6.29,24.8,56.7,18.0,alluvial,mothbeans,DAP and MOP
18.09,22.82,128.85,5.68,20.3,65.8,19.3,clay loam,kidneybeans,DAP and MOP
31.78,53.2,58.45,4.93,16.0,43.6,23.0,laterite,mothbeans,DAP and MOP
26.58,85.87,163.46,6.47,64.7,44.4,42.8,Clayey,jute,Urea and DAP
21.22,94.18,111.06,5.76,23.5,125.3,204.4,laterite,apple,DAP and MOP
28.47,78.64,87.69,7.47,127.1,47.8,16.2,Clayey,cotton,Urea and MOP
21.03,72.45,52.18,7.93,16.0,65.7,15.9,clay loam,lentil,DAP and MOP
26.89,60.54,151.54,6.32,102.9,25.6,29.3,clay loam,coffee,Good NPK
34.22,81.39,108.31,6.98,91.8,74.1,47.2,Clayey,banana,Good NPK
10.56,83.63,74.79,6.2,19.9,144.2,207.5,alluvial,grapes,DAP and MOP
25.36,80.53,47.36,7.25,15.6,66.5,16.2,sandy,mungbean,Urea and DAP
35.36,94.38,144.27,6.44,47.5,47.2,51.9,alluvial,papaya,Urea and DAP
25.48,56.81,91.52,5.59,78.0,53.4,42.3,sandy,maize,Good NPK
26.74,58.15,158.77,6.32,95.3,28.2,28.2,clay loam,coffee,Good NPK
24.56,86.59,56.25,6.32,111.7,10.6,52.3,alluvial,watermelon,Urea and MOP
27.42,50.31,143.34,5.21,15.2,58.3,23.9,alluvial,pigeonpeas,Good NPK
28.76,67.56,65.77,6.31,18.0,58.0,17.8,laterite,blackgram,Good NPK
31.61,87.46,61.91,6.47,17.8,55.9,24.3,alluvial,mungbean,Urea and DAP
16.71,29.17,96.55,6.89,32.8,61.8,67.5,clay loam,chickpea,DAP and MOP
31.1,49.69,148.97,5.54,17.5,68.5,22.1,alluvial,pigeonpeas,Good NPK
25.72,82.58,240.18,5.76,68.0,44.7,43.7,Clayey,rice,Urea and DAP
26.23,60.59,163.64,6.02,101.2,34.1,31.7,laterite,coffee,Good NPK
26.42,64.63,156.03,6.11,110.5,29.0,32.2,laterite,coffee,Good NPK
20.25,62.34,109.63,5.94,83.2,51.9,48.5,sandy,maize,Good NPK
29.65,94.54,114.27,7.27,16.5,23.1,11.4,alluvial,orange,Good NPK
30.97,90.85,29.69,6.42,99.6,10.0,45.3,alluvial,muskmelon,Good NPK
23.47,94.62,122.31,6.46,20.2,135.1,201.6,clay loam,apple,DAP and MOP
33.17,92.41,152.68,6.3,46.1,43.5,45.2,Clayey,papaya,Urea and DAP
34.43,66.1,72.1,6.75,16.4,60.2,18.9,clay loam,blackgram,Good NPK
25.52,84.22,59.61,6.79,110.8,11.4,53.0,alluvial,watermelon,Urea and MOP
17.01,18.14,78.21,6.33,39.2,56.0,76.8,alluvial,chickpea,DAP and MOP
27.0,92.93,109.9,6.23,18.4,16.1,9.5,alluvial,orange,MOP
21.52,92.23,103.97,6.75,21.7,60.7,40.9,laterite,pomegranate,Urea and MOP
33.51,90.66,143.46,6.68,49.5,53.7,53.5,Clayey,papaya,Urea and DAP
21.3,91.64,112.35,5.7,22.5,129.3,197.6,clay loam,apple,DAP and MOP
19.19,25.8,114.93,6.21,23.9,73.9,23.9,alluvial,kidneybeans,DAP and MOP
21.32,23.77,100.18,6.55,15.2,61.1,20.5,sandy,kidneybeans,DAP and MOP
25.51,84.15,54.1,6.08,114.2,13.9,52.5,alluvial,watermelon,Urea and MOP
24.29,80.48,183.57,6.05,82.3,48.6,44.3,Clayey,jute,Urea and DAP
29.44,46.75,97.02,5.9,18.1,17.0,34.5,laterite,mango,Urea and DAP
18.23,90.97,114.02,6.3,22.5,71.6,42.7,alluvial,pomegranate,Urea and MOP
32.42,60.32,71.33,5.68,19.1,74.6,21.5,laterite,blackgram,Good NPK
26.91,79.46,87.27,6.14,125.5,42.6,19.7,Clayey,cotton,Urea and MOP
21.27,27.26,114.31,5.53,23.8,64.0,20.1,alluvial,kidneybeans,DAP and MOP
24.49,91.53,166.65,7.44,5.2,4.2,5.9,laterite,coconut,DAP
23.46,85.23,182.29,6.14,75.2,40.6,42.7,Clayey,rice,Urea and DAP
18.3,65.1,50.36,6.15,16.8,64.7,22.0,clay loam,lentil,DAP and MOP
22.93,67.26,99.31,6.4,86.3,45.8,48.9,sandy,maize,Good NPK
15.69,14.91,75.47,6.56,45.0,68.1,79.3,clay loam,chickpea,DAP and MOP
36.75,93.59,27.02,6.4,110.4,9.8,45.8,alluvial,muskmelon,DAP
28.25,89.24,103.2,6.83,16.0,24.5,8.6,clay loam,orange,MOP
23.42,90.35,113.91,5.59,17.7,71.0,38.8,laterite,pomegranate,Urea and MOP
19.58,21.73,68.22,6.27,46.8,58.7,77.0,clay loam,chickpea,DAP and MOP
23.47,71.5,51.22,7.51,17.2,64.0,23.0,clay loam,lentil,DAP and MOP
20.45,60.97,90.09,5.68,70.8,49.8,45.8,sandy,maize,Good NPK
22.09,19.77,120.32,6.26,23.4,62.1,23.3,alluvial,kidneybeans,DAP and MOP
24.18,91.93,163.12,6.71,5.0,4.0,5.8,coastal,coconut,DAP
29.47,86.6,27.82,6.01,99.1,8.7,51.2,sandy,muskmelon,DAP
25.59,85.72,52.13,6.89,103.9,14.0,52.5,alluvial,watermelon,Urea and MOP
27.97,47.44,40.76,5.53,20.3,42.2,23.7,laterite,mothbeans,DAP and MOP
20.67,67.79,97.67,6.93,84.6,45.0,44.7,sandy,maize,Good NPK
21.61,63.39,85.46,5.81,79.1,50.2,44.4,sandy,maize,Good NPK
33.47,49.86,51.88,5.53,16.3,59.6,21.7,alluvial,mothbeans,DAP and MOP
16.21,18.85,92.69,6.2,49.7,59.8,67.1,sandy,chickpea,DAP and MOP
31.26,60.75,65.49,5.67,21.5,72.4,23.3,clay loam,blackgram,Good NPK
24.06,78.15,187.43,6.78,84.2,48.9,43.0,alluvial,jute,Urea and DAP
34.74,91.65,143.68,6.57,47.8,48.5,54.3,sandy,papaya,Urea and DAP
20.63,22.41,127.56,6.41,18.0,64.8,20.2,sandy,kidneybeans,DAP and MOP
31.76,92.58,27.04,6.53,103.3,10.4,54.3,alluvial,muskmelon,Good NPK
27.49,85.04,103.01,6.06,23.7,24.5,13.4,clay loam,orange,Good NPK
29.09,63.29,72.66,6.54,15.6,69.0,15.1,clay loam,blackgram,Good NPK
20.77,65.66,47.38,7.41,19.9,71.7,16.6,alluvial,lentil,DAP and MOP
21.38,59.45,89.85,6.8,87.6,48.2,48.7,sandy,maize,Good NPK
30.25,51.77,51.78,4.49,22.8,56.4,24.0,sandy,mothbeans,DAP and MOP
23.89,94.92,111.79,6.89,21.3,62.9,37.5,clay loam,pomegranate,Urea and MOP
31.48,48.47,58.8,5.54,22.7,40.9,21.9,sandy,mothbeans,DAP and MOP
27.66,80.91,47.91,6.47,112.2,13.6,50.5,alluvial,watermelon,Urea and MOP
29.44,89.01,58.53,6.98,111.9,10.4,48.5,alluvial,watermelon,Urea and MOP
34.86,87.91,51.78,6.9,22.3,70.9,23.3,alluvial,mungbean,Urea and DAP
23.6,85.92,234.68,5.57,69.1,42.9,37.0,Clayey,rice,Urea and DAP
34.68,87.28,29.63,6.32,105.0,12.7,48.4,coastal,muskmelon,Good NPK
29.83,57.57,152.9,5.72,19.9,69.8,19.9,laterite,pigeonpeas,Good NPK
21.21,83.91,247.98,5.77,73.7,41.1,43.3,silty clay,rice,Urea and DAP
25.53,63.9,151.22,6.22,95.3,29.2,31.7,alluvial,coffee,Good NPK
34.95,46.39,53.47,5.84,17.6,56.1,19.3,sandy,mothbeans,DAP and MOP
18.24,27.35,72.95,7.26,43.6,58.8,74.3,sandy,chickpea,DAP and MOP
27.42,85.08,113.43,5.8,97.6,70.6,48.7,Clayey,banana,Good NPK
30.54,47.22,56.31,3.78,23.9,40.3,18.2,sandy,mothbeans,DAP and MOP
24.78,25.97,72.22,7.12,40.9,67.7,68.3,clay loam,chickpea,DAP and MOP
21.58,66.49,49.61,7.02,24.4,73.6,17.1,sandy,lentil,DAP and MOP
29.8,81.6,59.76,6.79,104.5,10.5,47.7,alluvial,watermelon,Urea and MOP
33.32,54.8,90.24,6.49,18.1,16.0,27.7,alluvial,mango,Urea and DAP
24.85,75.44,183.38,6.34,66.2,43.7,44.6,silty clay,jute,Urea and DAP
34.33,90.47,140.55,6.35,48.4,40.9,47.1,alluvial,papaya,Urea and DAP
24.85,74.82,53.83,7.38,15.6,69.4,17.3,sandy,lentil,DAP and MOP
36.14,93.81,152.78,6.88,51.9,40.0,47.5,Clayey,papaya,Urea and DAP
25.6,87.16,55.16,6.39,110.2,14.8,54.7,sandy,watermelon,Urea and MOP
23.82,26.86,103.69,7.01,38.8,67.3,66.3,clay loam,chickpea,DAP and MOP
33.52,80.41,57.47,6.07,23.4,72.2,18.2,clay loam,mungbean,Urea and DAP
29.06,89.95,22.75,6.61,112.8,14.9,45.8,alluvial,muskmelon,Good NPK
20.6,19.05,129.16,5.75,20.3,71.8,20.8,clay loam,kidneybeans,DAP and MOP
30.62,81.12,56.37,6.91,24.4,64.1,17.9,sandy,mungbean,Urea and DAP
37.5,94.63,149.23,6.8,52.4,50.2,55.0,Clayey,papaya,Urea and DAP
25.22,59.18,147.44,6.39,18.3,65.9,20.8,alluvial,pigeonpeas,Good NPK
30.57,55.61,56.15,5.49,17.9,45.3,18.3,laterite,mothbeans,DAP and MOP
25.51,56.96,161.03,6.37,109.5,28.7,30.9,alluvial,coffee,Good NPK
27.67,85.35,51.52,7.29,23.9,63.0,23.6,clay loam,mungbean,Urea and DAP
26.83,85.54,49.83,6.53,111.5,11.3,54.9,sandy,watermelon,Urea and MOP
12.19,86.9,67.07,6.83,24.1,132.8,200.4,alluvial,grapes,DAP and MOP
19.16,21.7,75.39,6.04,44.7,70.4,65.2,alluvial,chickpea,DAP and MOP
29.34,87.19,57.32,6.07,110.1,8.2,47.5,alluvial,watermelon,DAP
30.57,51.62,108.41,6.68,20.2,19.5,25.1,laterite,mango,Urea and DAP
22.49,93.87,103.78,6.84,17.7,21.5,15.9,coastal,orange,Good NPK
22.49,86.04,101.37,6.19,20.8,22.0,13.2,alluvial,orange,Good NPK
26.43,80.83,229.64,6.81,78.8,39.2,40.8,Clayey,rice,Urea and DAP
26.88,85.17,269.66,5.89,73.9,37.3,36.7,silty clay,rice,Urea and DAP
8.7,83.74,71.71,6.53,20.9,136.1,200.9,alluvial,grapes,DAP and MOP
22.42,69.95,93.9,7.29,80.5,47.6,45.2,sandy,maize,Good NPK
25.5,58.36,51.28,5.23,18.0,53.3,24.7,sandy,mothbeans,DAP and MOP
19.9,68.67,51.28,6.21,16.5,71.0,22.1,clay loam,lentil,DAP and MOP
26.8,81.37,86.51,7.04,131.4,58.3,17.0,clay loam,cotton,Urea and MOP
26.3,86.08,224.84,5.87,71.3,38.8,38.4,silty clay,rice,Urea and DAP
22.74,93.23,116.43,6.9,20.6,143.8,206.9,laterite,apple,DAP and MOP
27.38,89.92,110.06,7.2,24.6,16.5,11.8,alluvial,orange,Good NPK
12.33,84.99,67.72,5.82,23.6,126.4,198.4,laterite,grapes,DAP and MOP
25.1,55.74,149.34,6.41,17.8,60.6,24.6,laterite,pigeonpeas,Good NPK
24.53,91.72,167.16,6.48,5.7,5.3,5.1,sandy,coconut,MOP
24.17,63.3,149.72,6.34,113.7,28.4,28.0,clay loam,coffee,Good NPK
30.26,85.43,106.92,6.63,21.2,16.6,12.6,coastal,orange,Good NPK
25.76,90.32,110.22,7.41,22.6,17.4,14.7,alluvial,orange,Good NPK
20.47,19.8,116.83,6.19,21.2,73.6,22.6,clay loam,kidneybeans,DAP and MOP
28.89,81.77,88.04,7.4,125.3,54.2,18.9,alluvial,cotton,Urea and MOP
26.69,86.01,56.71,6.33,103.4,12.5,46.9,alluvial,watermelon,Urea and MOP
31.0,86.65,104.93,6.62,100.8,74.7,48.0,alluvial,banana,Good NPK
29.08,79.87,111.38,6.67,114.6,63.0,49.2,Clayey,banana,Good NPK
